place,place_short,placeLabel,location,osm,gnd,topostext,pleiades,oclc,getty,dare,arachne,archinform,mibact,iccd,iccdcf,geonames,inception,wikimedia,wikipedia
http://www.wikidata.org/entity/Q111878162,Q111878162,Q111878162,Point(12.47924 41.90048),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878167,Q111878167,Q111878167,Point(12.48015 41.90003),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878170,Q111878170,Q111878170,Point(12.47761 41.89898),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878171,Q111878171,Q111878171,Point(12.48496 41.90065),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878172,Q111878172,Q111878172,Point(12.48379 41.90032),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878173,Q111878173,Q111878173,Point(12.47639 41.89832),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878183,Q111878183,Q111878183,Point(12.4764 41.89632),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878181,Q111878181,Q111878181,Point(12.47925 41.89765),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878186,Q111878186,Q111878186,Point(12.48199 41.89731),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878185,Q111878185,Q111878185,Point(12.48227 41.897438),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878190,Q111878190,Q111878190,Point(12.47823 41.89603),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878189,Q111878189,Q111878189,Point(12.47825 41.89604),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878195,Q111878195,Q111878195,Point(12.47602 41.89511),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878198,Q111878198,Q111878198,Point(12.47936 41.89548),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878199,Q111878199,Q111878199,Point(12.47679 41.89484),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878196,Q111878196,Q111878196,Point(12.47544 41.89466),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878202,Q111878202,Q111878202,Point(12.47705 41.89483),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878203,Q111878203,Q111878203,Point(12.47699 41.89479),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878200,Q111878200,Q111878200,Point(12.47665 41.89475),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878206,Q111878206,Q111878206,Point(12.484805 41.89609),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878204,Q111878204,Q111878204,Point(12.47614 41.89451),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878205,Q111878205,Q111878205,Point(12.48015 41.89491),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878860,Q111878860,Q111878860,Point(12.47473 41.90966),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878864,Q111878864,Q111878864,Point(12.47688 41.90972),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879019,Q111879019,Q111879019,Point(12.47926 41.90895),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879022,Q111879022,Q111879022,Point(12.4772 41.90719),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879024,Q111879024,Q111879024,Point(12.4779 41.90714),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879308,Q111879308,Q111879308,Point(12.48026 41.90747),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879317,Q111879317,Q111879317,Point(12.48075 41.90621),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879322,Q111879322,Q111879322,Point(12.48156 41.90601),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879320,Q111879320,Q111879320,Point(12.4828 41.9064),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879324,Q111879324,Q111879324,Point(12.47476 41.90413),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879633,Q111879633,Q111879633,Point(12.47652 41.90451),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879637,Q111879637,Q111879637,Point(12.4782 41.90491),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879643,Q111879643,Q111879643,Point(12.48189 41.90568),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879641,Q111879641,Q111879641,Point(12.48272 41.9059),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879647,Q111879647,Q111879647,Point(12.48372 41.90591),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879649,Q111879649,Q111879649,Point(12.47801 41.90427),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111879654,Q111879654,Q111879654,Point(12.47852 41.90435),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017966,Q112017966,Q112017966,Point(12.47798 41.90345),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017967,Q112017967,Q112017967,Point(12.47985 41.90386),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017965,Q112017965,Q112017965,Point(12.478315 41.90371),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017971,Q112017971,Q112017971,Point(12.48505 41.9043),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017968,Q112017968,Q112017968,Point(12.48177 41.90431),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017969,Q112017969,Q112017969,Point(12.47507 41.90217),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017977,Q112017977,Q112017977,Point(12.47682 41.90112),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017982,Q112017982,Q112017982,Point(12.48454 41.90174),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017980,Q112017980,Q112017980,Point(12.47701 41.90039),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017986,Q112017986,Q112017986,Point(12.47731 41.8995),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017985,Q112017985,Q112017985,Point(12.48534 41.90167),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017990,Q112017990,Q112017990,Point(12.477619 41.897297),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017989,Q112017989,Q112017989,Point(12.476341 41.89718),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017994,Q112017994,Q112017994,Point(12.4782 41.896),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017992,Q112017992,Q112017992,Point(12.47603 41.89596),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017998,Q112017998,Q112017998,Point(12.480635 41.894596),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017999,Q112017999,Q112017999,Point(12.47745 41.8937),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112017996,Q112017996,Q112017996,Point(12.47788 41.89557),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018261,Q112018261,Q112018261,Point(12.47536 41.91198),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018339,Q112018339,Q112018339,Point(12.47584 41.90973),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018343,Q112018343,Q112018343,Point(12.475 41.90925),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018344,Q112018344,Q112018344,Point(12.476 41.90924),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018345,Q112018345,Q112018345,Point(12.47707 41.90929),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018406,Q112018406,Q112018406,Point(12.478348 41.908367),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018405,Q112018405,Q112018405,Point(12.477378 41.908325),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018410,Q112018410,Q112018410,Point(12.47928 41.90823),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018468,Q112018468,Q112018468,Point(12.4808 41.90616),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018469,Q112018469,Q112018469,Point(12.47866 41.90559),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018546,Q112018546,Q112018546,Point(12.48373 41.90559),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018414,Q112018414,Q112018414,Point(12.48011 41.90755),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018466,Q112018466,Q112018466,Point(12.48028 41.90628),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112018471,Q112018471,Q112018471,Point(12.48226 41.90619),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112146475,Q112146475,Mascioni opus 569,Point(12.481761111 41.898680555),,,,,,,,,,,,,,1942-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112146783,Q112146783,Mascioni opus 871,Point(12.478333333 41.898055555),,,,,,,,,,,,,,1965-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112147103,Q112147103,Mascioni opus 1181,Point(12.474472222 41.901972222),,,,,,,,,,,,,,2008-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112146199,Q112146199,Mascioni opus 307,Point(12.47622 41.89379),,,,,,,,,,,,,,1912-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112146263,Q112146263,Mascioni opus 369,Point(12.483205555 41.898105555),,,,,,,,,,,,,,1925-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112146443,Q112146443,Mascioni opus 535,Point(12.47865 41.90679),,,,,,,,,,,,,,1940-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112874812,Q112874812,Bibliobus Roma Nord,Point(12.4823243 41.8954656),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q112962373,Q112962373,organo del Conservatorio Santa Cecilia - Roma,Point(12.478943 41.907501),,,,,,,,,,,,,,2011-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q113003322,Q113003322,Q113003322,Point(12.47978 41.89886),,,,,,,,,,,,,,1935-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q113086183,Q113086183,Biblioteca 'Romana Sarti',Point(12.4837868 41.9015129),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113086191,Q113086191,Biblioteca del Centro ricerca e documentazione arti visive - CRDAV,Point(12.4858251 41.9038663),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113086194,Q113086194,Biblioteca della Galleria d'arte moderna di Roma,Point(12.4856929 41.9040589),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113092954,Q113092954,Biblioteca Capranicense,Point(12.4779031 41.8998678),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113092972,Q113092972,Biblioteca della Pontificia Università Gregoriana,Point(12.4843464 41.8990006),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113092982,Q113092982,Biblioteca del Pontificio Seminario francese,Point(12.4768741 41.8975841),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113092985,Q113092985,Biblioteca d'Arte Sacra 'Beato Angelico',Point(12.4777874 41.8978568),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113093013,Q113093013,Biblioteca dell'Archivio generale dei Ministri degli infermi,Point(12.4765911 41.9001809),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113093043,Q113093043,Biblioteca Demerodiana,Point(12.4820156 41.9067808),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113093049,Q113093049,Biblioteca Generalizia del Centro Studi Storici PP. Barnabiti,Point(12.4753538 41.8941448),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319678,Q113319678,Biblioteca di studi sul federalismo europeo Altiero Spinelli,Point(12.474473 41.9093952),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319677,Q113319677,Biblioteca Archivio arte contemporanea Crispolti,Point(12.4753213 41.9035425),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319697,Q113319697,Biblioteca della nonviolenza,Point(12.4763419 41.8971794),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319721,Q113319721,Biblioteca Italo Viglianesi,Point(12.484929715 41.905217632),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113359827,Q113359827,Biblioteca del Liceo ginnasio statale Ennio Quirino Visconti,Point(12.480301 41.8979813),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113359924,Q113359924,"Biblioteca del Liceo artistico ""Via di Ripetta""",Point(12.4756923 41.9069749),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515593,Q113515593,Biblioteca dell'Istituto italiano degli attuari,Point(12.4770118 41.906855),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113169672,Q113169672,Biblioteca del Dipartimento di Architettura e progetto. Sede Piazza Borghese. Università degli studi di Roma La Sapienza,Point(12.475901 41.9040435),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113169673,Q113169673,Biblioteca del Dipartimento di Storia disegno e restauro dell'Università degli studi di Roma La Sapienza. Sede Disegno e rilievo,Point(12.475901 41.9040435),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113169676,Q113169676,Biblioteca del Dipartimento di Storia disegno e restauro. Università degli studi di Roma La Sapienza,Point(12.475743 41.9039893),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319657,Q113319657,Biblioteca dell'Associazione Bancaria Italiana,Point(12.4788697 41.8959251),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113319672,Q113319672,Biblioteca dell'Istituto per la documentazione e gli studi legislativi,Point(12.4818649 41.8980305),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515599,Q113515599,Biblioteca dell'Istituto italiano per la storia della musica,Point(12.478709 41.906796),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515600,Q113515600,Biblioteca Gabriele De Rosa dell'Istituto Luigi Sturzo,Point(12.4753763 41.9005923),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515605,Q113515605,Biblioteca dell'Istituto per la storia del Risorgimento italiano,Point(12.4825739 41.8957663),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515610,Q113515610,Biblioteca Marco Besso,Point(12.47738024 41.89625821),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515609,Q113515609,Biblioteca della Fondazione Ernesta Besso,Point(12.4769041 41.8962638),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515626,Q113515626,Biblioteca dell'Istituto affari internazionali,Point(12.4804674 41.8995625),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515632,Q113515632,Biblioteca Keats Shelley memorial library,Point(12.4823161 41.9057634),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515639,Q113515639,Biblioteca del Centro di studio sulle cause di deperimento e sui metodi di conservazione delle opere d'arte del Consiglio nazionale delle ricerche,Point(12.4769393 41.9040636),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515643,Q113515643,Biblioteca dell'Accademia nazionale di San Luca,Point(12.4837868 41.9015129),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515661,Q113515661,Biblioteca del Centro studi di politica internazionale,Point(12.4803483 41.8947987),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515671,Q113515671,Biblioteca della Casa di Goethe,Point(12.4770406 41.9089768),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113515673,Q113515673,Biblioteca della Fondazione Camillo Caetani,Point(12.4781455 41.894919),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113525981,Q113525981,Biblioteca dell'Istituto centrale per la grafica,Point(12.4833165 41.9015456),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113526428,Q113526428,"Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per l'area metropolitana di Roma, la provincia di Viterbo e l'Etruria meridionale",Point(12.4792186 41.893661),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113526434,Q113526434,Biblioteca del Polo Museale del Lazio,Point(12.481669 41.895743),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113526437,Q113526437,Biblioteca del Museo nazionale di Palazzo Venezia,Point(12.481669 41.895743),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113527542,Q113527542,Biblioteca della Fondazione Lelio e Lisli Basso. Onlus,Point(12.4752273 41.8988688),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113527543,Q113527543,Biblioteca della Società italiana per l'Organizzazione Internazionale,Point(12.4813684 41.8955303),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113527544,Q113527544,Biblioteca di Studi meridionali Giustino Fortunato,Point(12.47742 41.894368),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113527550,Q113527550,Biblioteca dell'Università popolare romana,Point(12.4775164 41.8969607),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113527548,Q113527548,Biblioteca dell'Istituto storico italiano per l'età moderna e contemporanea,Point(12.4783147 41.8940173),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113528747,Q113528747,Biblioteca Chigiana di Roma,Point(12.4798447 41.9015648),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113528771,Q113528771,Biblioteca affari regionali della Presidenza del consiglio dei ministri,Point(12.4838874 41.9022013),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113528778,Q113528778,Biblioteca dell'Accademia di belle arti di Roma,Point(12.4758531 41.9075569),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113528777,Q113528777,Biblioteca dell'Istituto superiore per le industrie artistiche di Roma,Point(12.4762835 41.9001042),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113535627,Q113535627,Biblioteca del Conservatorio di Santa Cecilia,Point(12.4782114 41.9073405),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113535946,Q113535946,Biblioteca dell'Opera pia collegio Nazareno,Point(12.4835586 41.9028426),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113535948,Q113535948,Biblioteca della Fondazione Ugo La Malfa,Point(12.4757839 41.8946351),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113610985,Q113610985,Biblioteca dell'Avvocatura generale dello Stato,Point(12.4747623 41.901687),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639832,Q113639832,"Biblioteca della Camera di commercio, industria, artigianato e agricoltura di Roma",Point(12.4795301 41.8995625),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639839,Q113639839,Biblioteca del Centro di studi americani,Point(12.4783147 41.8940173),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639858,Q113639858,Biblioteca dell'Accademia di Francia A Roma-Villa Medici,Point(12.4825695 41.907922),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639860,Q113639860,Biblioteca del Ministero della Cultura,Point(12.4807872 41.8985998),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639871,Q113639871,Biblioteca privata e Archivio Doria Pamphili,Point(12.4805441 41.8972128),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113639868,Q113639868,Biblioteca della Escuela española de historia y arqueologia,Point(12.4763842 41.8964529),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q114128874,Q114128874,Arenula/Cairoli,Point(12.4757141 41.89369705),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q114128942,Q114128942,Flaminio (MA),Point(12.47563115 41.912305),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q114129085,Q114129085,Venezia,Point(12.4810153 41.895170726),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q114658341,Q114658341,Q114658341,Point(12.480472222 41.9015),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q116029788,Q116029788,Q116029788,Point(12.4799 41.90942),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q116150700,Q116150700,fontana della Ninfa,Point(12.483290694 41.903014805),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q116786016,Q116786016,piazza Benedetto Cairoli,Point(12.475376355 41.893781845),,,,,,,,,,,,,,,Piazza Cairoli (Rome),
http://www.wikidata.org/entity/Q781417,Q781417,Palazzo Montecitorio,Point(12.478650254 41.90106127),,4409400-0,,,,,,,10921,,,,,,Palazzo Montecitorio,https://it.wikipedia.org/wiki/Palazzo_Montecitorio
